psi,eT1,vT1,uT1,lT1,eT2i,vT2i,uT2i,lT2i,eT2a,vT2a,uT2a,lT2a,eDC,vDC,uDC,lDC,eMAE,uMAE,lMAE,eMR,uMR,lMR,N,n_edges
0.84,2042.562,491984.9376248124,3254.2999999999997,827.85,5309.962,205561.50330765382,6299.2,4920.0,2644.4785,1.959962107591546e6,5319.5,582.9,2600.365,186754.80117558778,3466.1,2086.0,0.41835942135647586,0.49723541893858025,0.23645060394405754,0.356263916015625,0.4765869140625,0.15378417968750002,4096,8064.0
0.87,2054.7505,447859.7821408203,3212.0,883.9,5306.962,191696.3937528764,6296.0,4947.95,2666.6715,1.7996782006880941e6,5254.35,642.95,2562.0195,183557.1536965983,3443.1000000000004,2079.0,0.4241630347467196,0.49823570329181577,0.24020391223718301,0.3669564208984375,0.486083984375,0.1593994140625,4096,8064.0
0.9,2035.014,402935.5195637819,3142.2999999999997,948.95,5309.9155,159539.45308629316,6146.15,4987.0,2629.653,1.6099643027423709e6,5085.099999999999,743.8,2529.19,171444.59419709854,3367.25,2075.9500000000003,0.4283410234523468,0.4984579069705157,0.2616255457861148,0.3750513916015625,0.487548828125,0.17791748046875,4096,8064.0
0.93,2061.305,380247.9789644822,3144.05,938.6,5328.912,167835.21086143074,6255.1,5016.0,2690.6065,1.4989527600377686e6,5084.25,744.8000000000001,2501.471,174686.2732956478,3401.1499999999996,2073.0,0.43114180883248643,0.49875832321927294,0.24836698894293346,0.383421630859375,0.490234375,0.16964111328124998,4096,8064.0
0.96,2038.149,365881.14537168585,3144.3499999999995,921.75,5353.084,159405.58473636818,6287.1,5050.0,2657.101,1.4511593294637322e6,5083.35,733.5500000000001,2482.529,177068.3293236618,3409.1499999999996,2071.0,0.4324373361701237,0.4990134905888489,0.2432503114279137,0.38950732421875,0.49488525390625,0.16768798828124998,4096,8064.0
0.99,2040.0535,308221.504389945,3047.5999999999995,1072.0,5352.1565,133395.28364957482,6171.1,5083.900000000001,2660.5395,1.214797316097799e6,4881.349999999999,955.9000000000001,2432.8275,160118.39494122058,3309.5499999999993,2066.0,0.4397925269938233,0.4999980200339165,0.266824619101547,0.4038006591796875,0.50220947265625,0.19200439453125,4096,8064.0
1.02,2032.869,272028.245961981,2938.25,1060.65,5368.9055,119993.93053501748,6112.05,5123.0,2654.8315,1.0563390456305651e6,4624.5,949.95,2386.494,157621.80186493247,3283.0,2058.0,0.4457347887338965,0.5018250867497709,0.2735875881300729,0.418600341796875,0.5134521484375,0.198486328125,4096,8064.0
1.05,2034.68,222091.66743371682,2903.05,1158.6000000000001,5378.911,93679.61288544272,6057.299999999999,5152.950000000001,2663.6135,861021.5158756878,4498.199999999999,1163.6000000000001,2341.348,136173.08143671832,3207.15,2059.0,0.4531128612459702,0.5041940861908694,0.28463026802066044,0.4346829833984375,0.523193359375,0.21700439453125,4096,8064.0
1.08,2047.339,215383.53384592297,2833.0999999999995,1206.95,5418.181,101973.38693246622,6098.349999999999,5200.0,2707.831,874490.3756268133,4396.65,1214.8,2326.831,137598.3516148074,3175.45,2059.0,0.4578024158548975,0.5098376721191094,0.2829872217443538,0.4498875732421875,0.539306640625,0.2247802734375,4096,8064.0
1.11,2057.12,170267.28324162084,2759.2,1387.5,5438.23,72011.08864432217,6015.25,5249.0,2736.7895,684889.5009402202,4227.599999999999,1502.25,2304.373,104590.50412306152,3103.15,2061.0,0.4700495782871975,0.518026548596333,0.3065696297795908,0.4757310791015625,0.5625,0.24239501953125,4096,8064.0
1.14,2046.646,188499.12224512253,2760.05,1357.6999999999998,5492.1025,80344.50224487245,6051.05,5295.95,2743.392,728860.2184452226,4252.15,1520.3500000000001,2335.457,105828.09319759879,3091.05,2064.95,0.4765515260913221,0.5295125426905817,0.3019171314055628,0.4949490966796875,0.58837890625,0.24534912109375,4096,8064.0
1.17,2043.881,188901.19543671838,2610.25,1458.8999999999999,5544.732,61004.28131665833,6012.15,5365.0,2764.076,750143.7180830415,3919.1000000000004,1650.6499999999999,2368.38,86223.47833916958,2970.3499999999995,2074.95,0.49070339638273036,0.5452355761433468,0.3272501687181537,0.5264111328125,0.62061767578125,0.27481689453125,4096,8064.0
1.2,2043.2405,234471.35333641825,2687.05,1361.95,5618.3325,53543.19554152077,6002.349999999999,5435.0,2799.8585,927880.5037296148,4127.35,1460.9,2434.9245,84708.55607778889,2894.3999999999996,2082.0,0.504247987884462,0.5641461845077248,0.3361936147031608,0.558347412109375,0.6562744140625,0.2967041015625,4096,8064.0
1.23,2026.8355,322108.0544669834,2818.0,1226.85,5716.0535,54411.52740145072,6040.25,5499.95,2815.93,1.2473530536268132e6,4428.05,1268.0,2521.6515,98098.24216883439,2938.1499999999996,2090.0,0.5172677981080096,0.5865125182736393,0.35692484709149197,0.5887244873046875,0.6962890625,0.32615966796875,4096,8064.0
1.26,2040.425,447757.93234117073,2996.05,1098.95,5829.301,46536.7687833917,6072.15,5581.95,2899.2745,1.7997559621308157e6,4868.05,1071.95,2624.438,115368.35033116557,3068.05,2101.0,0.533296077719005,0.6116324716978151,0.37107336418680525,0.6237196044921876,0.737060546875,0.355224609375,4096,8064.0
1.29,2032.464,565839.6355217609,3130.1,958.9499999999999,5942.4285,39796.16997273637,6210.0,5653.0,2940.3025,2.2503226833354183e6,5205.0,881.9499999999999,2707.127,131415.38856528266,3191.05,2118.9500000000003,0.5494091415792884,0.6345820939077714,0.4294571199417105,0.65903857421875,0.7717407226562499,0.42823486328125004,4096,8064.0
1.32,2030.5935,731435.3259207105,3267.1000000000004,818.95,6075.599,44762.59549674838,6365.049999999999,5743.0,3003.1195,2.9170152458426706e6,5590.05,703.9,2808.9515,152401.60995272634,3317.0499999999997,2131.0,0.563533416721535,0.6583616639811176,0.453448913596518,0.691444091796875,0.80615234375,0.46968994140625,4096,8064.0
1.35,2051.958,904720.4074397199,3383.05,715.0,6209.9175,49492.49894322161,6523.05,5815.0,3113.0245,3.597767444622061e6,5884.1,570.0,2900.695,177283.59177088542,3418.0,2143.0,0.5778400050020936,0.6833735560094936,0.5002389824041314,0.7233343505859375,0.833251953125,0.5234375,4096,8064.0
1.38,2034.4635,1.0989472873114056e6,3476.05,609.0,6353.6765,52804.117906703344,6678.0,5924.900000000001,3150.0955,4.372763969364434e6,6155.1,447.95,2999.3465,193617.69628589298,3516.0,2194.9500000000003,0.5929122788011215,0.7016624992674408,0.504713088264621,0.754484619140625,0.85694580078125,0.56934814453125,4096,8064.0
1.41,2042.802,1.3015337896908454e6,3565.0499999999997,522.9,6484.7755,57971.34277113557,6815.0,6041.5,3231.8905,5.167877521270385e6,6395.05,351.95,3093.271,208422.78995397702,3595.05,2203.85,0.6054069982156138,0.7208878348107219,0.5120380502185888,0.7820711669921875,0.877197265625,0.6205810546875,4096,8064.0
1.44,2051.032,1.4544084492006e6,3638.0,459.95,6607.077,62974.70642421211,6951.05,6132.85,3309.631,5.7577050333556775e6,6608.05,291.0,3155.666,226879.9103991996,3667.0,2204.9,0.6133824166350762,0.735376166268592,0.5155042893073036,0.805822021484375,0.894775390625,0.6596557617187501,4096,8064.0
1.47,2039.5755,1.6562329287641323e6,3701.0,387.0,6739.948,63336.07533366682,7080.05,6246.9,3353.7865,6.535328969402451e6,6789.049999999999,223.0,3240.8555,232687.88456203102,3725.0,2254.75,0.6254807009906358,0.754477882930476,0.5191070436747113,0.82667578125,0.909423828125,0.6883544921875,4096,8064.0
1.5,2043.087,1.7926616732676341e6,3750.0,338.0,6851.957,64714.78054127064,7183.0,6359.95,3416.058,7.086258533902952e6,6944.15,183.0,3289.106,251571.16234517252,3774.0,2242.7999999999997,0.6360769294361878,0.7698549978229814,0.524416785549582,0.8477744140625,0.92091064453125,0.71484375,4096,8064.0
1.53,2096.489,1.9063917457518762e6,3794.1,301.0,6942.5315,63928.46624087043,7270.0,6465.95,3567.2215,7.508631112994247e6,7077.049999999999,152.0,3330.036,264305.58049424714,3812.0,2248.9500000000003,0.6373134649218795,0.78255537123978,0.5244798291707935,0.8593780517578125,0.9306640625,0.7338623046875,4096,8064.0
1.56,2063.7565,2.0322286935545276e6,3836.0,262.0,7044.727,60108.75584892446,7358.05,6569.950000000001,3553.5595,8.011707309114306e6,7196.05,124.0,3374.6325,271642.8778826914,3851.0,2267.75,0.6455191673424543,0.7902469332291752,0.5271890195742065,0.8752491455078125,0.940185546875,0.76307373046875,4096,8064.0
1.59,2062.3765,2.1435208171563284e6,3866.0,229.0,7134.2935,55044.73472511258,7440.0,6675.85,3595.845,8.420495986968482e6,7299.05,99.0,3412.9445,279722.1134764882,3879.0,2290.0,0.652931907623134,0.7978683134245405,0.5305041350168136,0.8918994140625,0.947021484375,0.79100341796875,4096,8064.0
1.62,2088.9125,2.2233198397636334e6,3897.0,203.0,7211.7305,50843.54264107053,7505.0,6783.85,3686.792,8.745963774623312e6,7396.0,83.0,3443.2705,277240.8647621311,3908.0,2322.7000000000003,0.6554736281753527,0.8080399335417663,0.5313360598331576,0.901559326171875,0.95386962890625,0.81298828125,4096,8064.0
1.65,2066.565,2.301258826188094e6,3917.0499999999997,179.0,7280.294,48696.90901850925,7564.0,6860.0,3677.1165,9.023079136495996e6,7460.05,67.0,3462.908,298637.5262991495,3929.0,2275.9500000000003,0.6570272136515926,0.8095394367841874,0.5336063892428919,0.9097188720703125,0.959228515625,0.8254150390625,4096,8064.0
1.68,2005.1615,2.429232799817659e6,3936.05,156.0,7351.8235,41623.78824187093,7616.0,6981.95,3591.1575,9.513183369378438e6,7524.0,53.0,3510.9445,289791.60622286145,3948.05,2311.85,0.6635139611322028,0.8240865093777447,0.5357130697144836,0.9200635986328125,0.96387939453125,0.84420166015625,4096,8064.0
