psi,eT1,vT1,uT1,lT1,eT2i,vT2i,uT2i,lT2i,eT2a,vT2a,uT2a,lT2a,eDC,vDC,uDC,lDC,eMAE,uMAE,lMAE,eMR,uMR,lMR,N,n_edges
1.35,4019.6445,50861.80001975989,4092.0,3852.0,7890.328,49934.72377788895,8050.0,7462.65,7832.037,280732.03865032515,8050.0,7288.0,4025.4885,27771.521628564285,4092.0,3852.0,0.492009508575601,0.7805110785621406,0.16588508718584202,0.4966065673828125,0.98974609375,0.0009765625,4096,8064.0
1.38,4027.497,56679.71684942471,4092.0,3886.9,7910.2505,40301.58154052025,8050.0,7536.85,7857.064,288319.96788794396,8050.0,7414.75,4036.505,20918.074012006,4092.0,3888.9,0.4927027248617665,0.7911186035857235,0.16734397278996907,0.4947196044921875,0.99073486328125,0.0009765625,4096,8064.0
1.41,4034.2985,45798.06042796398,4093.0,3918.9,7928.55,34550.52976488244,8053.0,7599.8,7879.1535,238266.7453104052,8053.0,7493.9,4039.6125,24648.86677713857,4093.0,3921.85,0.48976228098307056,0.7935830975213854,0.1646226371329621,0.4939576416015625,0.99171142578125,0.000732421875,4096,8064.0
1.44,4042.5035,28128.512243871937,4094.0,3928.8,7937.379,33081.82327063531,8056.0,7637.0,7899.6395,161105.82145047525,8056.0,7544.900000000001,4044.7375,19207.61940345172,4094.0,3928.8,0.49406752226986644,0.7957629355320148,0.16486930677396067,0.4995582275390625,0.992919921875,0.000732421875,4096,8064.0
1.47,4051.027,27854.70862531264,4094.0,3967.9,7956.6065,23607.84357953977,8056.0,7713.8,7925.5595,146892.11951950975,8056.0,7646.9,4055.32,10629.676438219109,4094.0,3967.9,0.4927491093864114,0.7949263924851098,0.1720684937517637,0.4855367431640625,0.99293212890625,0.00048828125,4096,8064.0
1.5,4051.902,31665.645218609316,4094.0,3979.95,7968.335,20490.30392696348,8057.0,7734.8,7932.858,161632.7752236118,8057.0,7677.900000000001,4055.532,17096.855403701848,4094.0,3980.0,0.48824683705930316,0.7937340730444282,0.1721833164215487,0.481378173828125,0.993896484375,0.00048828125,4096,8064.0
1.53,4056.535,21274.48101550776,4094.0,3985.0,7975.539,17039.70833316658,8057.0,7751.0,7945.5425,112386.3533704352,8057.0,7698.8,4058.134,14845.414751375685,4094.0,3985.0,0.4973436429563392,0.8037966288610261,0.1796376967114654,0.492222412109375,0.994873046875,0.00048828125,4096,8064.0
1.56,4061.619,12031.336507253629,4094.0,3988.0,7982.3105,13680.433306403198,8058.0,7773.7,7958.831,67284.95791795896,8058.0,7712.75,4061.96,10657.245022511253,4094.0,3988.0,0.5043455508331494,0.8187705961290179,0.17865525724648298,0.5032789306640625,0.995361328125,0.00048828125,4096,8064.0
1.59,4069.6145,12192.877328414199,4095.0,4026.95,7997.117,8354.597609804905,8060.0,7853.0,7981.327,61436.012077038526,8060.0,7827.95,4070.9365,6843.306120810407,4095.0,4026.95,0.5011420754598019,0.8068777291521941,0.1695168370974684,0.5088065185546875,0.995849609375,0.000244140625,4096,8064.0
1.62,4070.0835,8001.329192346172,4095.0,4028.0,7999.97,9416.258229114559,8060.0,7860.900000000001,7983.78,45167.078139069534,8060.0,7835.0,4070.1255,7831.387443471735,4095.0,4028.0,0.5026022479134071,0.8117249687187962,0.16598190152940742,0.507466552734375,0.996337890625,0.000244140625,4096,8064.0
1.65,4074.886,4591.808908454228,4095.0,4034.95,8008.7755,6495.4898446723355,8061.0,7878.0,7997.327,26757.500821410704,8061.0,7856.85,4074.886,4591.808908454228,4095.0,4034.95,0.5007620498631982,0.8205572564267523,0.17407939651950044,0.502671630859375,0.996826171875,0.000244140625,4096,8064.0
1.68,4079.175,3106.358554277139,4095.0,4050.9500000000003,8018.9505,3952.634366933466,8061.0,7918.75,8010.4365,17220.666300900444,8061.0,7904.950000000001,4079.175,3106.358554277139,4095.0,4050.9500000000003,0.4934887778100165,0.8084369475347574,0.17237553125866995,0.4895645751953125,0.9970703125,0.000244140625,4096,8064.0
